제품코드,제품명,업체명
653500280,미라펙스정0.125밀리그램(프라미펙솔염산염일수화물)_(0.125mg/1정),한국베링거인겔하임(주)
651905070,피디펙솔정0.25밀리그램(프라미펙솔염산염일수화물)_(0.25mg/1정),명인제약(주)
643903540,프라펙솔정0.25밀리그램(프라미펙솔염산염일수화물)_(0.25mg/1정),삼일제약(주)
642003360,미라프정0.25밀리그램(프라미펙솔염산염일수화물)_(0.25mg/1정),현대약품(주)
653500290,미라펙스정0.25밀리그램(프라미펙솔염산염일수화물)_(0.25mg/1정),한국베링거인겔하임(주)
651905090,피디펙솔정0.5밀리그램(프라미펙솔염산염일수화물)_(0.5mg/1정),명인제약(주)
643903520,프라펙솔정0.5밀리그램(프라미펙솔염산염일수화물)_(0.5mg/1정),삼일제약(주)
642003470,미라프정0.5밀리그램(프라미펙솔염산염일수화물)_(0.5mg/1정),현대약품(주)
653500300,미라펙스정0.5밀리그램(프라미펙솔염산염일수화물)_(0.5mg/1정),한국베링거인겔하임(주)
651905080,피디펙솔정1밀리그램(프라미펙솔염산염일수화물)_(1mg/1정),명인제약(주)
643903530,프라펙솔정1밀리그램(프라미펙솔염산염일수화물)_(1mg/1정),삼일제약(주)
642003370,미라프정1.0밀리그램(프라미펙솔염산염일수화물)_(1mg/1정),현대약품(주)
653500310,미라펙스정1.0밀리그램(프라미펙솔염산염일수화물)_(1mg/1정),한국베링거인겔하임(주)
651905040,피디펙솔서방정0.375밀리그램(프라미펙솔염산염일수화물)_(0.375mg/1정),명인제약(주)
642003320,미라프서방정0.375밀리그램(프라미펙솔염산염일수화물)_(0.375mg/1정),현대약품(주)
643903620,프라펙솔서방정0.375밀리그램(프라미펙솔염산염일수화물)_(0.375mg/1정),삼일제약(주)
653501260,미라펙스서방정0.375밀리그램(프라미펙솔염산염일수화물)_(0.375mg/1정),한국베링거인겔하임(주)
642003310,미라프서방정0.75밀리그램(프라미펙솔염산염일수화물)_(0.75mg/1정),현대약품(주)
651905110,피디펙솔서방정0.75밀리그램(프라미펙솔염산염일수화물)_(0.75mg/1정),명인제약(주)
643903630,프라펙솔서방정0.75밀리그램(프라미펙솔염산염일수화물)_(0.75mg/1정),삼일제약(주)
653501250,미라펙스서방정0.75밀리그램(프라미펙솔염산염일수화물)_(0.75mg/1정),한국베링거인겔하임(주)
642003330,미라프서방정1.5밀리그램(프라미펙솔염산염일수화물)_(1.5mg/1정),현대약품(주)
651905100,피디펙솔서방정1.5밀리그램(프라미펙솔염산염일수화물)_(1.5mg/1정),명인제약(주)
643903640,프라펙솔서방정1.5밀리그램(프라미펙솔염산염일수화물)_(1.5mg/1정),삼일제약(주)
653501240,미라펙스서방정1.5밀리그램(프라미펙솔염산염일수화물)_(1.5mg/1정),한국베링거인겔하임(주)
651903720,명인엔타카폰정200밀리그램_(0.2g/1정),명인제약(주)
652606920,콤탄정200밀리그램(엔타카폰)_(0.2g/1정),알보젠코리아(주)
643505960,모다닐정200밀리그램(모다피닐)_(0.2g/1정),한미약품(주)
644904330,프로비질정200밀리그램(모다피닐)_(0.2g/1정),제이더블유중외제약(주)
651904200,트리레보정100/25/200mg_(1정),명인제약(주)
645404480,트리도파정100/25/200밀리그램_(1정),제일약품(주)
652606860,스타레보필름코팅정100/25/200밀리그램_(1정),알보젠코리아(주)
645404560,트리도파정50/12.5/200밀리그램_(1정),제일약품(주)
651904250,트리레보정50/12.5/200mg_(1정),명인제약(주)
652606870,스타레보필름코팅정50/12.5/200밀리그램_(1정),알보젠코리아(주)
645404920,트리도파정150/37.5/200밀리그램_(1정),제일약품(주)
651904490,트리레보정150/37.5/200mg_(1정),명인제약(주)
652606880,스타레보필름코팅정150/37.5/200밀리그램_(1정),알보젠코리아(주)
645404910,트리도파정200/50/200밀리그램_(1정),제일약품(주)
651904480,트리레보정200/50/200mg_(1정),명인제약(주)
652606910,스타레보필름코팅정200/50/200밀리그램_(1정),알보젠코리아(주)
651904240,트리레보정75/18.75/200mg_(1정),명인제약(주)
645404520,트리도파정75/18.75/200밀리그램_(1정),제일약품(주)
652606890,스타레보필름코팅정75/18.75/200밀리그램_(1정),알보젠코리아(주)
651904180,트리레보정125/31.25/200mg_(1정),명인제약(주)
645404490,트리도파정125/31.25/200밀리그램_(1정),제일약품(주)
652606900,스타레보필름코팅정125/31.25/200밀리그램_(1정),알보젠코리아(주)
690300810,비엘프레가캡슐75mg(프레가발린)_(75mg/1캡슐),(주)라이트팜텍
642204110,프레가스타캡슐75밀리그램(프레가발린)_(75mg/1캡슐),부광약품(주)
651903610,프레갈캡슐75밀리그램(프레가발린)_(75mg/1캡슐),명인제약(주)
642506710,뉴리카캡슐75밀리그램(프레가발린)_(75mg/1캡슐),동아에스티(주)
642802410,프레가린캡슐75밀리그램(프레가발린)_(75mg/1캡슐),고려제약(주)
652603050,엔피린캡슐75밀리그램(프레가발린)_(75mg/1캡슐),알보젠코리아(주)
694001350,리리베아캡슐75mg(프레가발린)_(75mg/1캡슐),대웅바이오(주)
647803580,뉴로카바-피지캡슐75밀리그램(프레가발린)_(75mg/1캡슐),삼진제약(주)
052701450,루레카캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)휴온스생명과학
644502360,유로가바캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)유유제약
651602340,윈리카캡슐75밀리그램(프레가발린)_(75mg/1캡슐),한화제약(주)
642003000,현대프레가발린캡슐75밀리그램_(75mg/1캡슐),현대약품(주)
678600870,큐로리카캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)다산제약
657804790,프가틴캡슐75밀리그램(프레가발린)_(75mg/1캡슐),하나제약(주)
640902350,프랄린캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)일화
697100220,프래디캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)한국피엠지제약
648603330,프렙시캡슐75mg(프레가발린)_(75mg/1캡슐),(주)씨엠지제약
658603440,프레틴캡슐75밀리그램(프레가발린)_(75mg/1캡슐),이연제약(주)
665506830,유니카캡슐75mg(프레가발린)_(75mg/1캡슐),한국유니온제약(주)
698503400,리카스타캡슐 75mg(프레가발린)_(75mg/1캡슐),(주)테라젠이텍스
658203230,프가바린캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)비보존제약
642306780,삼성프레가발린캡슐75mg_(75mg/1캡슐),삼성제약(주)
665001540,케이발린캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)경보제약
662503660,넥리카캡슐75mg(프레가발린)_(75mg/1캡슐),(주)넥스팜코리아
628900850,프로카반캡슐75mg(프레가발린)_(75mg/1캡슐),(주)이든파마
660702970,레가바캡슐75mg(프레가발린)_(75mg/1캡슐),위더스제약(주)
669502190,프레가바캡슐75mg(프레가발린)_(75mg/1캡슐),(주)씨티씨바이오
659901180,팜리카캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)한국팜비오
622802460,뉴로가발린캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)마더스제약
644603750,프레라캡슐75밀리그램(프레가발린)_(75mg/1캡슐),조아제약(주)
661904840,리카발린캡슐75밀리그램(프레가발린)_(75mg/1캡슐),영풍제약(주)
647204610,프로킨캡슐75밀리그램(프레가발린)_(75mg/1캡슐),한국코러스(주)
649001770,리리프캡슐75밀리그램(프레가발린)_(75mg/1캡슐),풍림무약(주)
055101210,프레칸캡슐75밀리그램(프레가발린)_(75mg/1캡슐),코스맥스파마(주)
658107070,프레발캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(유)한풍제약
058200290,아발린캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)아리제약
629701960,프가린캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)오스코리아제약
060500390,메가프레가캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)엘앤씨바이오
073000620,리리큐어캡슐75밀리그램(프레가발린)_(75mg/1캡슐),건일바이오팜주식회사
645406510,제이가바캡슐75밀리그램(프레가발린)_(75mg/1캡슐),제일약품(주)
653402530,프레오린캡슐75밀리그램(프레가발린)_(75mg/1캡슐),동국제약(주)
627600150,피엠에스프레가발린캡슐75밀리그램_(75mg/1캡슐),파마사이언스코리아(주)
671805160,리카뉴로캡슐75mg(프레가발린)_(75mg/1캡슐),대원제약(주)
641605360,리카프리캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)대웅제약
646003640,프레리카캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)메디카코리아
649506040,뉴로페인캡슐75밀리그램(프레가발린)_(75mg/1캡슐),유니메드제약(주)
648203510,라라카캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)유영제약
657202330,프리렙톨캡슐75mg(프레가발린)_(75mg/1캡슐),환인제약(주)
650302850,프리가바캡슐75밀리그램(프레가발린)_(75mg/1캡슐),진양제약(주)
643506070,프레발린캡슐75밀리그램(프레가발린)_(75mg/1캡슐),한미약품(주)
054800090,가바메드캡슐75밀리그램(프레가발린)_(75mg/1캡슐),엔비케이제약(주)
645304380,가바뉴로캡슐75밀리그램(프레가발린)_(75mg/1캡슐),한림제약(주)
640007160,카발린캡슐75밀리그램(프레가발린)_(75mg/1캡슐),에이치케이이노엔(주)
649102940,리레카캡슐75mg(프레가발린)_(75mg/1캡슐),한국휴텍스제약(주)
670605990,프레가캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)휴온스
649807180,프릴린캡슐75밀리그램(프레가발린)_(75mg/1캡슐),명문제약(주)
073400200,리리카캡슐75밀리그램(프레가발린)_(75mg/1캡슐),비아트리스코리아(주)
693902240,리프레가캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)셀트리온제약
656204750,레리카캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)바스칸바이오제약
653004940,리가린캡슐75mg(프레가발린)_(75mg/1캡슐),(주)한국파마
645905350,동광프레가발린캡슐75밀리그램_(75mg/1캡슐),동광제약(주)
654802030,리바린캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)한국비엠아이
651203630,리발린캡슐75밀리그램(프레가발린)_(75mg/1캡슐),삼천당제약(주)
648506670,리카발캡슐 75밀리그램(프레가발린)_(75mg/1캡슐),신풍제약(주)
621802550,리프렌캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)한국파비스제약
644003220,시리카캡슐75mg(프레가발린)_(75mg/1캡슐),삼익제약(주)
654004050,아나리카캡슐75밀리그램(프레가발린)_(75mg/1캡슐),아주약품(주)
671703560,애리카캡슐75밀리그램(프레가발린)_(75mg/1캡슐),주식회사제뉴원사이언스
651503640,프레빈캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)하원제약
643103440,프레스타캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)바이넥스
657305750,프리가캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)동구바이오제약
653804720,프리린캡슐75밀리그램(프레가발린)_(75mg/1캡슐),신일제약(주)
651300470,프리카캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)새한제약
653102570,플린다캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)비씨월드제약
663607020,프린캡슐75밀리그램(프레가발린)_(75mg/1캡슐),한국프라임제약(주)
670104130,프레뉴캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)팜젠사이언스
053300340,루루카캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)중헌제약
648104160,뉴카펜캡슐75밀리그램(프레가발린)_(75mg/1캡슐),경동제약(주)
680500730,프레탑캡슐75밀리그램(프레가발린)_(75mg/1캡슐),동방에프티엘(주)
647303740,씨트리카캡슐75밀리그램(프레가발린)_(75mg/1캡슐),에이치엘비제약(주)
669805290,프리가반캡슐75mg(프레가발린)_(75mg/1캡슐),구주제약(주)
625201850,뉴로발린캡슐75mg(프레가발린)_(75mg/1캡슐),(주)화이트생명과학
656005230,라리칸캡슐75밀리그램(프레가발린)_(75mg/1캡슐),알리코제약(주)
698003520,프레캅캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)제뉴파마
052402250,아이리카캡슐75밀리그램(프레가발린)_(75mg/1캡슐),(주)인트로바이오파마
643903560,가벨린정75밀리그램(프레가발린)_(75mg/1정),삼일제약(주)
642004170,현대프레가발린정75밀리그램_(75mg/1정),현대약품(주)
655403830,센리카정75밀리그램(프레가발린)_(75mg/1정),일성아이에스(주)
649807490,프릴린정75밀리그램(프레가발린)_(75mg/1정),명문제약(주)
660703410,레가바정75밀리그램(프레가발린)_(75mg/1정),위더스제약(주)
644309480,프레펜틴정75밀리그램(프레가발린)_(75mg/1정),한국유나이티드제약(주)
645307080,가바뉴로서방정75밀리그램(프레가발린)_(75mg/1정),한림제약(주)
668903400,젤리프서방정75밀리그램(프레가발린)_(75mg/1정),(주)엘지화학
642106010,유한프레가발린서방정75밀리그램(프레가발린)_(75mg/1정),(주)유한양행
652603060,엔피린캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),알보젠코리아(주)
642506700,뉴리카캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),동아에스티(주)
642204090,프레가스타캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),부광약품(주)
651903590,프레갈캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),명인제약(주)
642802510,프레가린캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),고려제약(주)
694001340,리리베아캡슐150mg(프레가발린)_(0.15g/1캡슐),대웅바이오(주)
647803570,뉴로카바-피지캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),삼진제약(주)
052701460,루레카캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(주)휴온스생명과학
642003010,현대프레가발린캡슐150밀리그램_(0.15g/1캡슐),현대약품(주)
644502370,유로가바캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(주)유유제약
651602330,윈리카캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),한화제약(주)
649807170,프릴린캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),명문제약(주)
678600880,큐로리카캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(주)다산제약
665001550,케이발린캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(주)경보제약
657804780,프가틴캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),하나제약(주)
640902360,프랄린캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(주)일화
648603320,프렙시캡슐150mg(프레가발린)_(0.15g/1캡슐),(주)씨엠지제약
658603430,프레틴캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),이연제약(주)
665506870,유니카캡슐150mg(프레가발린)_(0.15g/1캡슐),한국유니온제약(주)
698503380,리카스타캡슐 150mg(프레가발린)_(0.15g/1캡슐),(주)테라젠이텍스
658203240,프가바린캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(주)비보존제약
642306770,삼성프레가발린캡슐150mg_(0.15g/1캡슐),삼성제약(주)
662503650,넥리카캡슐150mg(프레가발린)_(0.15g/1캡슐),(주)넥스팜코리아
628900860,프로카반캡슐150mg(프레가발린)_(0.15g/1캡슐),(주)이든파마
660702960,레가바캡슐150mg(프레가발린)_(0.15g/1캡슐),위더스제약(주)
669502180,프레가바캡슐150mg(프레가발린)_(0.15g/1캡슐),(주)씨티씨바이오
659901170,팜리카캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(주)한국팜비오
622802450,뉴로가발린캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(주)마더스제약
644603740,프레라캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),조아제약(주)
647204600,프로킨캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),한국코러스(주)
055101220,프레칸캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),코스맥스파마(주)
658107080,프레발캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(유)한풍제약
058200230,아발린캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(주)아리제약
060500380,메가프레가캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(주)엘앤씨바이오
073000400,리리큐어캡슐150mg(프레가발린)_(0.15g/1캡슐),건일바이오팜주식회사
052402190,아이리카캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(주)인트로바이오파마
645406500,제이가바캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),제일약품(주)
671805170,리카뉴로캡슐150mg(프레가발린)_(0.15g/1캡슐),대원제약(주)
646003650,프레리카캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(주)메디카코리아
627600160,피엠에스프레가발린캡슐150밀리그램_(0.15g/1캡슐),파마사이언스코리아(주)
641605370,리카프리캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(주)대웅제약
657202340,프리렙톨캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),환인제약(주)
670606000,프레가캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(주)휴온스
653402540,프레오린캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),동국제약(주)
648203500,라라카캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(주)유영제약
054800080,가바메드캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),엔비케이제약(주)
645304370,가바뉴로캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),한림제약(주)
650302840,프리가바캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),진양제약(주)
649102950,리레카캡슐150mg(프레가발린)_(0.15g/1캡슐),한국휴텍스제약(주)
643506060,프레발린캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),한미약품(주)
649506030,뉴로페인캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),유니메드제약(주)
640007150,카발린캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),에이치케이이노엔(주)
073400210,리리카캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),비아트리스코리아(주)
656204760,레리카캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(주)바스칸바이오제약
693902250,리프레가캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(주)셀트리온제약
653004950,리가린캡슐150mg(프레가발린)_(0.15g/1캡슐),(주)한국파마
648506660,리카발캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),신풍제약(주)
647303750,씨트리카캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),에이치엘비제약(주)
645905340,동광프레가발린캡슐150밀리그램_(0.15g/1캡슐),동광제약(주)
651203640,리발린캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),삼천당제약(주)
621802540,리프렌캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(주)한국파비스제약
644003230,시리카캡슐150mg(프레가발린)_(0.15g/1캡슐),삼익제약(주)
654004040,아나리카캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),아주약품(주)
671703550,애리카캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),주식회사제뉴원사이언스
651503320,프레빈캡슐(프레가발린)_(0.15g/1캡슐),(주)하원제약
643103430,프레스타캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(주)바이넥스
657305740,프리가캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(주)동구바이오제약
653804710,프리린캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),신일제약(주)
651300480,프리카캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(주)새한제약
653102560,플린다캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(주)비씨월드제약
656004520,라리칸캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),알리코제약(주)
663607070,프린캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),한국프라임제약(주)
670104140,프레뉴캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(주)팜젠사이언스
053300300,루루카캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(주)중헌제약
648104170,뉴카펜캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),경동제약(주)
680500720,프레탑캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),동방에프티엘(주)
625201860,뉴로발린캡슐150mg(프레가발린)_(0.15g/1캡슐),(주)화이트생명과학
698003530,프레캅캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),(주)제뉴파마
643903570,가벨린정150밀리그램(프레가발린)_(0.15g/1정),삼일제약(주)
642004180,현대프레가발린정150밀리그램_(0.15g/1정),현대약품(주)
655403820,센리카정150밀리그램(프레가발린)_(0.15g/1정),일성아이에스(주)
649807500,프릴린정150밀리그램(프레가발린)_(0.15g/1정),명문제약(주)
660703420,레가바정150밀리그램(프레가발린)_(0.15g/1정),위더스제약(주)
644309470,프레펜틴정150밀리그램(프레가발린)_(0.15g/1정),한국유나이티드제약(주)
645306000,가바뉴로서방정150밀리그램(프레가발린)_(0.15g/1정),한림제약(주)
649701840,슈프레가CR서방정150밀리그램(프레가발린)_(0.15g/1정),지엘파마(주)
624200030,카발린CR서방정150밀리그램(프레가발린)_(0.15g/1정),지엘팜텍(주)
668903260,젤리프서방정150밀리그램(프레가발린)_(0.15g/1정),(주)엘지화학
671806810,리카뉴로서방정150mg(프레가발린)_(0.15g/1정),대원제약(주)
642105370,유한프레가발린서방정150밀리그램(프레가발린)_(0.15g/1정),(주)유한양행
642803070,프레가린캡슐300밀리그램(프레가발린)_(0.3g/1캡슐),고려제약(주)
642204100,프레가스타캡슐300밀리그램(프레가발린)_(0.3g/1캡슐),부광약품(주)
647804600,뉴로카바피지캡슐300밀리그램(프레가발린)_(0.3g/1캡슐),삼진제약(주)
640007860,카발린캡슐300밀리그램(프레가발린)_(0.3g/1캡슐),에이치케이이노엔(주)
694001440,리리베아캡슐300mg(프레가발린)_(0.3g/1캡슐),대웅바이오(주)
650304030,프리가바캡슐300밀리그램(프레가발린)_(0.3g/1캡슐),진양제약(주)
642507450,뉴리카캡슐300밀리그램(프레가발린)_(0.3g/1캡슐),동아에스티(주)
651903600,프레갈캡슐300밀리그램(프레가발린)_(0.3g/1캡슐),명인제약(주)
680500520,프레탑캡슐300밀리그램(프레가발린)_(0.3g/1캡슐),동방에프티엘(주)
643507110,프레발린캡슐300밀리그램(프레가발린)_(0.3g/1캡슐),한미약품(주)
657203290,프리렙톨캡슐300밀리그램(프레가발린)_(0.3g/1캡슐),환인제약(주)
645305610,가바뉴로캡슐300밀리그램(프레가발린)_(0.3g/1캡슐),한림제약(주)
627600140,피엠에스프레가발린캡슐300밀리그램_(0.3g/1캡슐),파마사이언스코리아(주)
073400220,리리카캡슐300밀리그램(프레가발린)_(0.3g/1캡슐),비아트리스코리아(주)
645306010,가바뉴로서방정300밀리그램(프레가발린)_(0.3g/1정),한림제약(주)
642105360,유한프레가발린서방정300밀리그램(프레가발린)_(0.3g/1정),(주)유한양행
649701830,슈프레가CR서방정300밀리그램(프레가발린)_(0.3g/1정),지엘파마(주)
624200020,카발린CR서방정300밀리그램(프레가발린)_(0.3g/1정),지엘팜텍(주)
668903270,젤리프서방정300밀리그램(프레가발린)_(0.3g/1정),(주)엘지화학
671806820,리카뉴로서방정300mg(프레가발린)_(0.3g/1정),대원제약(주)
651904660,프레갈캡슐100밀리그램(프레가발린)_(0.1g/1캡슐),명인제약(주)
646004820,프레리카캡슐25밀리그램(프레가발린)_(25mg/1캡슐),(주)메디카코리아
694002030,리리베아캡슐25mg(프레가발린)_(25mg/1캡슐),대웅바이오(주)
698004150,피에스가발린캡슐25밀리그램(프레가발린)_(25mg/1캡슐),(주)제뉴파마
657806390,프가틴캡슐25밀리그램(프레가발린)_(25mg/1캡슐),하나제약(주)
621803600,리프렌캡슐25밀리그램(프레가발린)_(25mg/1캡슐),(주)한국파비스제약
054800630,가바메드캡슐25밀리그램(프레가발린)_(25mg/1캡슐),엔비케이제약(주)
628901640,프로카반캡슐25밀리그램(프레가발린)_(25mg/1캡슐),(주)이든파마
669502660,프레가바캡슐25밀리그램(프레가발린)_(25mg/1캡슐),(주)씨티씨바이오
649104530,리레카캡슐25mg(프레가발린)_(25mg/1캡슐),한국휴텍스제약(주)
647804800,뉴로카바피지캡슐25밀리그램(프레가발린)_(25mg/1캡슐),삼진제약(주)
642803100,프레가린캡슐25밀리그램(프레가발린)_(25mg/1캡슐),고려제약(주)
657203400,프리렙톨캡슐25밀리그램(프레가발린)_(25mg/1캡슐),환인제약(주)
073400230,리리카캡슐25밀리그램(프레가발린)_(25mg/1캡슐),비아트리스코리아(주)
640007120,카발린캡슐25밀리그램(프레가발린)_(25mg/1캡슐),에이치케이이노엔(주)
651904670,프레갈캡슐25밀리그램(프레가발린)_(25mg/1캡슐),명인제약(주)
645306070,가바뉴로캡슐25밀리그램(프레가발린)_(25mg/1캡슐),한림제약(주)
053301110,루루카캡슐25밀리그램(프레가발린)_(25mg/1캡슐),(주)중헌제약
651300990,프리카캡슐25밀리그램(프레가발린)_(25mg/1캡슐),(주)새한제약
645406470,제이가바캡슐25밀리그램(프레가발린)_(25mg/1캡슐),제일약품(주)
649808190,프릴린정25밀리그램(프레가발린)_(25mg/1정),명문제약(주)
660703730,레가바정25밀리그램(프레가발린)_(25mg/1정),위더스제약(주)
642004400,현대프레가발린정25밀리그램_(25mg/1정),현대약품(주)
643903710,가벨린정25밀리그램(프레가발린)_(25mg/1정),삼일제약(주)
694002040,리리베아캡슐50mg(프레가발린)_(50mg/1캡슐),대웅바이오(주)
698004160,피에스가발린캡슐50밀리그램(프레가발린)_(50mg/1캡슐),(주)제뉴파마
657806380,프가틴캡슐50밀리그램(프레가발린)_(50mg/1캡슐),하나제약(주)
055100840,프레칸캡슐50밀리그램(프레가발린)_(50mg/1캡슐),코스맥스파마(주)
645906790,동광프레가발린캡슐50밀리그램_(50mg/1캡슐),동광제약(주)
628901630,프로카반캡슐50밀리그램(프레가발린)_(50mg/1캡슐),(주)이든파마
669502650,프레가바캡슐50밀리그램(프레가발린)_(50mg/1캡슐),(주)씨티씨바이오
622804420,뉴로가발린캡슐50밀리그램(프레가발린)_(50mg/1캡슐),(주)마더스제약
655404580,센리카캡슐50밀리그램(프레가발린)_(50mg/1캡슐),일성아이에스(주)
646004810,프레리카캡슐50밀리그램(프레가발린)_(50mg/1캡슐),(주)메디카코리아
647804810,뉴로카바피지캡슐50밀리그램(프레가발린)_(50mg/1캡슐),삼진제약(주)
642803090,프레가린캡슐50밀리그램(프레가발린)_(50mg/1캡슐),고려제약(주)
649104540,리레카캡슐50mg(프레가발린)_(50mg/1캡슐),한국휴텍스제약(주)
073400240,리리카캡슐50밀리그램(프레가발린)_(50mg/1캡슐),비아트리스코리아(주)
651904680,프레갈캡슐50밀리그램(프레가발린)_(50mg/1캡슐),명인제약(주)
640007130,카발린캡슐50밀리그램(프레가발린)_(50mg/1캡슐),에이치케이이노엔(주)
645306080,가바뉴로캡슐50밀리그램(프레가발린)_(50mg/1캡슐),한림제약(주)
621803610,리프렌캡슐50밀리그램(프레가발린)_(50mg/1캡슐),(주)한국파비스제약
054800640,가바메드캡슐50밀리그램(프레가발린)_(50mg/1캡슐),엔비케이제약(주)
053301100,루루카캡슐50밀리그램(프레가발린)_(50mg/1캡슐),(주)중헌제약
651301000,프리카캡슐50밀리그램(프레가발린)_(50mg/1캡슐),(주)새한제약
645406480,제이가바캡슐50밀리그램(프레가발린)_(50mg/1캡슐),제일약품(주)
649808180,프릴린정50밀리그램(프레가발린)_(50mg/1정),명문제약(주)
642004410,현대프레가발린정50밀리그램_(50mg/1정),현대약품(주)
643903720,가벨린정50밀리그램(프레가발린)_(50mg/1정),삼일제약(주)
660703400,레가바정50밀리그램(프레가발린)_(50mg/1정),위더스제약(주)
073400260,리리카CR서방정165밀리그램(프레가발린)_(0.165g/1정),비아트리스코리아(주)
073400270,리리카CR서방정330밀리그램(프레가발린)_(0.33g/1정),비아트리스코리아(주)
073400250,리리카CR서방정82.5밀리그램(프레가발린)_(82.5mg/1정),비아트리스코리아(주)
