제품코드,ATC코드,ATC코드 명칭
52701310,N06DA02,donepezil
658501820,N06DA02,donepezil
657804460,N06DA02,donepezil
653403610,N06DA02,donepezil
649804270,N06DA02,donepezil
644603510,N06DA02,donepezil
662503350,N06DA02,donepezil
647800240,N06DA02,donepezil
651602550,N06DA02,donepezil
642800230,N06DA02,donepezil
645906840,N06DA02,donepezil
653000830,N06DA02,donepezil
660701430,N06DA02,donepezil
649601040,N06DA02,donepezil
646001350,N06DA02,donepezil
60500190,N06DA02,donepezil
644000170,N06DA02,donepezil
641802220,N06DA02,donepezil
693900160,N06DA02,donepezil
625500540,N06DA02,donepezil
652904630,N06DA02,donepezil
670300140,N06DA02,donepezil
641607270,N06DA02,donepezil
648504600,N06DA02,donepezil
642704270,N06DA02,donepezil
621801580,N06DA02,donepezil
658600100,N06DA02,donepezil
656001240,N06DA02,donepezil
649404970,N06DA02,donepezil
665507170,N06DA02,donepezil
670607860,N06DA02,donepezil
640004320,N06DA02,donepezil
54800210,N06DA02,donepezil
642100900,N06DA02,donepezil
690302240,N06DA02,donepezil
669805050,N06DA02,donepezil
649701650,N06DA02,donepezil
679801730,N06DA02,donepezil
698003140,N06DA02,donepezil
670103750,N06DA02,donepezil
58800560,N06DA02,donepezil
628900650,N06DA02,donepezil
693201270,N06DA02,donepezil
649501570,N06DA02,donepezil
662600810,N06DA02,donepezil
647204230,N06DA02,donepezil
654701640,N06DA02,donepezil
661904170,N06DA02,donepezil
669906730,N06DA02,donepezil
629700520,N06DA02,donepezil
651503780,N06DA02,donepezil
646203900,N06DA02,donepezil
625800390,N06DA02,donepezil
665002520,N06DA02,donepezil
628801170,N06DA02,donepezil
642307160,N06DA02,donepezil
689000700,N06DA02,donepezil
53300910,N06DA02,donepezil
648301270,N06DA02,donepezil
623005580,N06DA02,donepezil
641502530,N06DA02,donepezil
670501950,N06DA02,donepezil
57600460,N06DA02,donepezil
648104420,N06DA02,donepezil
669502570,N06DA02,donepezil
670402280,N06DA02,donepezil
644309450,N06DA02,donepezil
643605940,N06DA02,donepezil
657503620,N06DA02,donepezil
653103590,N06DA02,donepezil
59600450,N06DA02,donepezil
642903080,N06DA02,donepezil
645403430,N06DA02,donepezil
678601310,N06DA02,donepezil
694001110,N06DA02,donepezil
642401950,N06DA02,donepezil
652105760,N06DA02,donepezil
647303430,N06DA02,donepezil
642505280,N06DA02,donepezil
644913790,N06DA02,donepezil
643500340,N06DA02,donepezil
648603200,N06DA02,donepezil
671800660,N06DA02,donepezil
649102570,N06DA02,donepezil
625200550,N06DA02,donepezil
643304830,N06DA02,donepezil
622802340,N06DA02,donepezil
643202810,N06DA02,donepezil
698503280,N06DA02,donepezil
674401300,N06DA02,donepezil
663607220,N06DA02,donepezil
53600740,N06DA02,donepezil
657307260,N06DA02,donepezil
59000090,N06DA02,donepezil
651300800,N06DA02,donepezil
651903540,N06DA02,donepezil
640005410,N06DA02,donepezil
653006140,N06DA02,donepezil
694001280,N06DA02,donepezil
649104450,N06DA02,donepezil
647804430,N06DA02,donepezil
644913390,N06DA02,donepezil
622600070,N06DA02,donepezil
652105780,N06DA02,donepezil
641901550,N06DA02,donepezil
643505550,N06DA02,donepezil
621100120,N06DA02,donepezil
644702830,N06DA02,donepezil
642003510,N06DA02,donepezil
651904330,N06DA02,donepezil
694001570,N06DA02,donepezil
647804540,N06DA02,donepezil
657202810,N06DA02,donepezil
658108120,N06DA02,donepezil
663608310,N06DA02,donepezil
58200940,N06DA02,donepezil
660703550,N06DA02,donepezil
622804570,N06DA02,donepezil
657807540,N06DA02,donepezil
621804280,N06DA02,donepezil
645306610,N06DA02,donepezil
646005330,N06DA02,donepezil
652105800,N06DA02,donepezil
645405360,N06DA02,donepezil
642005050,N06DA02,donepezil
652607210,N02BF01,gabapentin
652607200,N02BF01,gabapentin
644500120,N06AX25,Hyperici herba
668000031,N06DX01,memantine
669605580,N06DX01,memantine
653404660,N06DX01,memantine
677100750,N06DX01,memantine
644301130,N06DX01,memantine
642400130,N06DX01,memantine
657500710,N06DX01,memantine
684501580,N06DX01,memantine
654300860,N06DX01,memantine
657202740,N06DX01,memantine
656702040,N06DX01,memantine
670607840,N06DX01,memantine
642700420,N06DX01,memantine
651902310,N06DX01,memantine
643802980,N06DX01,memantine
663607660,N06DX01,memantine
625202290,N06DX01,memantine
652604780,N06DX01,memantine
645906690,N06DX01,memantine
678601630,N06DX01,memantine
698003070,N06DX01,memantine
693901500,N06DX01,memantine
694001310,N06DX01,memantine
649507310,N06DX01,memantine
645210250,N06DX01,memantine
645405100,N06DX01,memantine
650300340,N06DX01,memantine
665500570,N06DX01,memantine
693201440,N06DX01,memantine
649102970,N06DX01,memantine
658502010,N06DX01,memantine
656004700,N06DX01,memantine
657806070,N06DX01,memantine
642307010,N06DX01,memantine
647204940,N06DX01,memantine
625800740,N06DX01,memantine
690300930,N06DX01,memantine
646204060,N06DX01,memantine
660703260,N06DX01,memantine
658107480,N06DX01,memantine
623006020,N06DX01,memantine
653702330,N06DX01,memantine
657307990,N06DX01,memantine
57600540,N06DX01,memantine
646004930,N06DX01,memantine
689001260,N06DX01,memantine
649405290,N06DX01,memantine
649002310,N06DX01,memantine
657401780,N06DX01,memantine
645306810,N06DX01,memantine
658204740,N06DX01,memantine
655404460,N06DX01,memantine
642003420,N06DX01,memantine
653001550,N06DX01,memantine
642801020,N06DX01,memantine
668000040,N06DX01,memantine
642900500,N06DX01,memantine
661900170,N06DX01,memantine
648603220,N06DX01,memantine
649805440,N06DX01,memantine
647303910,N06DX01,memantine
657203190,N06DX01,memantine
651905010,N06DX01,memantine
642004160,N06DX01,memantine
651904960,N06DX01,memantine
642803410,N06DX01,memantine
657203180,N06DX01,memantine
651905000,N06DX01,memantine
642004950,N06DX01,memantine
642803480,N06DX01,memantine
653405580,N06DX01,memantine
668000160,N06DX01,memantine
670609200,N06DX01,memantine
645210920,N06DX01,memantine
657204180,N06DX01,memantine
651905300,N06DX01,memantine
657204170,N06DX01,memantine
649401260,N04AB02,orphenadrine (chloride)
653701100,N04AB02,orphenadrine (chloride)
648200800,N04AB02,orphenadrine (chloride)
653005110,N04AA04,procyclidine
642403550,N04AA04,procyclidine
670701220,N04AA04,procyclidine
644704951,N07XX02,riluzole
648203840,N07XX02,riluzole
652000220,N07XX02,riluzole
651904210,N06DA03,rivastigmine
650303980,N06DA03,rivastigmine
694001710,N06DA03,rivastigmine
643803220,N06DA03,rivastigmine
652607050,N06DA03,rivastigmine
646004540,N06DA03,rivastigmine
665507150,N06DA03,rivastigmine
657807210,N06DA03,rivastigmine
647303110,N06DA03,rivastigmine
653005870,N06DA03,rivastigmine
640903370,N06DA03,rivastigmine
622802900,N06DA03,rivastigmine
662503930,N06DA03,rivastigmine
653600770,N06DA03,rivastigmine
651904220,N06DA03,rivastigmine
694001730,N06DA03,rivastigmine
643803210,N06DA03,rivastigmine
652607070,N06DA03,rivastigmine
649103170,N06DA03,rivastigmine
646004550,N06DA03,rivastigmine
650303970,N06DA03,rivastigmine
657308140,N06DA03,rivastigmine
657805970,N06DA03,rivastigmine
647303050,N06DA03,rivastigmine
653005860,N06DA03,rivastigmine
653600780,N06DA03,rivastigmine
640903340,N06DA03,rivastigmine
662503530,N06DA03,rivastigmine
651904390,N06DA03,rivastigmine
653006280,N06DA03,rivastigmine
694002080,N06DA03,rivastigmine
643803240,N06DA03,rivastigmine
652607040,N06DA03,rivastigmine
650303990,N06DA03,rivastigmine
647303150,N06DA03,rivastigmine
653600790,N06DA03,rivastigmine
651904370,N06DA03,rivastigmine
694002090,N06DA03,rivastigmine
643803230,N06DA03,rivastigmine
652607060,N06DA03,rivastigmine
653006290,N06DA03,rivastigmine
647303160,N06DA03,rivastigmine
653600800,N06DA03,rivastigmine
645403310,N04BC04,ropinirole
694002830,N04BC04,ropinirole
642801890,N04BC04,ropinirole
651902520,N04BC04,ropinirole
642103180,N04BC04,ropinirole
650000280,N04BC04,ropinirole
651903200,N04BC04,ropinirole
694002840,N04BC04,ropinirole
645403320,N04BC04,ropinirole
642800450,N04BC04,ropinirole
642102930,N04BC04,ropinirole
663605910,N04BC04,ropinirole
650000290,N04BC04,ropinirole
642803210,N04BC04,ropinirole
694002200,N04BC04,ropinirole
651904760,N04BC04,ropinirole
650001850,N04BC04,ropinirole
694002820,N04BC04,ropinirole
645403300,N04BC04,ropinirole
663605930,N04BC04,ropinirole
642801880,N04BC04,ropinirole
651902590,N04BC04,ropinirole
650000270,N04BC04,ropinirole
642103190,N04BC04,ropinirole
651903580,N04BC04,ropinirole
650000300,N04BC04,ropinirole
651904770,N04BC04,ropinirole
694002220,N04BC04,ropinirole
642803200,N04BC04,ropinirole
650001860,N04BC04,ropinirole
651904780,N04BC04,ropinirole
694002210,N04BC04,ropinirole
642803190,N04BC04,ropinirole
650001870,N04BC04,ropinirole
670700270,N04BD01,selegiline
644802680,N04AA01,trihexyphenidyl
645000170,N04BA02,levodopa and decarboxylase inhibitor
651905030,N04BA02,levodopa and decarboxylase inhibitor
645000210,N04BA02,levodopa and decarboxylase inhibitor
651905020,N04BA02,levodopa and decarboxylase inhibitor
651902260,N04BA02,levodopa and decarboxylase inhibitor
651902270,N04BA02,levodopa and decarboxylase inhibitor
651904870,N04BA02,levodopa and decarboxylase inhibitor
651903340,N06DA04,galantamine
642802340,N06DA04,galantamine
646902530,N06DA04,galantamine
642001120,N06DA04,galantamine
642802140,N06DA04,galantamine
651903230,N06DA04,galantamine
646902550,N06DA04,galantamine
642001920,N06DA04,galantamine
651903350,N06DA04,galantamine
642802350,N06DA04,galantamine
646902540,N06DA04,galantamine
642001930,N06DA04,galantamine
651905060,N04BC05,pramipexole
643903510,N04BC05,pramipexole
642003480,N04BC05,pramipexole
653500280,N04BC05,pramipexole
651905070,N04BC05,pramipexole
643903540,N04BC05,pramipexole
642003360,N04BC05,pramipexole
653500290,N04BC05,pramipexole
651905090,N04BC05,pramipexole
643903520,N04BC05,pramipexole
642003470,N04BC05,pramipexole
653500300,N04BC05,pramipexole
651905080,N04BC05,pramipexole
643903530,N04BC05,pramipexole
642003370,N04BC05,pramipexole
653500310,N04BC05,pramipexole
651905040,N04BC05,pramipexole
642003320,N04BC05,pramipexole
643903620,N04BC05,pramipexole
653501260,N04BC05,pramipexole
642003310,N04BC05,pramipexole
651905110,N04BC05,pramipexole
643903630,N04BC05,pramipexole
653501250,N04BC05,pramipexole
642003330,N04BC05,pramipexole
651905100,N04BC05,pramipexole
643903640,N04BC05,pramipexole
653501240,N04BC05,pramipexole
651903720,N04BX02,entacapone
652606920,N04BX02,entacapone
643505960,N06BA07,modafinil
644904330,N06BA07,modafinil
651904200,N04BA03,"levodopa, decarboxylase inhibitor and COMT inhibitor"
645404480,N04BA03,"levodopa, decarboxylase inhibitor and COMT inhibitor"
652606860,N04BA03,"levodopa, decarboxylase inhibitor and COMT inhibitor"
645404560,N04BA03,"levodopa, decarboxylase inhibitor and COMT inhibitor"
651904250,N04BA03,"levodopa, decarboxylase inhibitor and COMT inhibitor"
652606870,N04BA03,"levodopa, decarboxylase inhibitor and COMT inhibitor"
645404920,N04BA03,"levodopa, decarboxylase inhibitor and COMT inhibitor"
651904490,N04BA03,"levodopa, decarboxylase inhibitor and COMT inhibitor"
652606880,N04BA03,"levodopa, decarboxylase inhibitor and COMT inhibitor"
645404910,N04BA03,"levodopa, decarboxylase inhibitor and COMT inhibitor"
651904480,N04BA03,"levodopa, decarboxylase inhibitor and COMT inhibitor"
652606910,N04BA03,"levodopa, decarboxylase inhibitor and COMT inhibitor"
651904240,N04BA03,"levodopa, decarboxylase inhibitor and COMT inhibitor"
645404520,N04BA03,"levodopa, decarboxylase inhibitor and COMT inhibitor"
652606890,N04BA03,"levodopa, decarboxylase inhibitor and COMT inhibitor"
651904180,N04BA03,"levodopa, decarboxylase inhibitor and COMT inhibitor"
645404490,N04BA03,"levodopa, decarboxylase inhibitor and COMT inhibitor"
652606900,N04BA03,"levodopa, decarboxylase inhibitor and COMT inhibitor"
690300810,N02BF02,pregabalin
642204110,N02BF02,pregabalin
651903610,N02BF02,pregabalin
642802410,N02BF02,pregabalin
652603050,N02BF02,pregabalin
694001350,N02BF02,pregabalin
647803580,N02BF02,pregabalin
52701450,N02BF02,pregabalin
644502360,N02BF02,pregabalin
651602340,N02BF02,pregabalin
642003000,N02BF02,pregabalin
678600870,N02BF02,pregabalin
657804790,N02BF02,pregabalin
640902350,N02BF02,pregabalin
697100220,N02BF02,pregabalin
648603330,N02BF02,pregabalin
658603440,N02BF02,pregabalin
665506830,N02BF02,pregabalin
698503400,N02BF02,pregabalin
658203230,N02BF02,pregabalin
642306780,N02BF02,pregabalin
665001540,N02BF02,pregabalin
662503660,N02BF02,pregabalin
628900850,N02BF02,pregabalin
660702970,N02BF02,pregabalin
669502190,N02BF02,pregabalin
659901180,N02BF02,pregabalin
622802460,N02BF02,pregabalin
644603750,N02BF02,pregabalin
661904840,N02BF02,pregabalin
647204610,N02BF02,pregabalin
649001770,N02BF02,pregabalin
55101210,N02BF02,pregabalin
658107070,N02BF02,pregabalin
58200290,N02BF02,pregabalin
628801600,N02BF02,pregabalin
641907450,N02BF02,pregabalin
629701960,N02BF02,pregabalin
670502000,N02BF02,pregabalin
650205600,N02BF02,pregabalin
60500390,N02BF02,pregabalin
73000620,N02BF02,pregabalin
653402530,N02BF02,pregabalin
627600150,N02BF02,pregabalin
671805160,N02BF02,pregabalin
641605360,N02BF02,pregabalin
649506040,N02BF02,pregabalin
648203510,N02BF02,pregabalin
657202330,N02BF02,pregabalin
650302850,N02BF02,pregabalin
643506070,N02BF02,pregabalin
54800090,N02BF02,pregabalin
645304380,N02BF02,pregabalin
640007160,N02BF02,pregabalin
646003640,N02BF02,pregabalin
649102940,N02BF02,pregabalin
670605990,N02BF02,pregabalin
649807180,N02BF02,pregabalin
73400200,N02BF02,pregabalin
693902240,N02BF02,pregabalin
656204750,N02BF02,pregabalin
653004940,N02BF02,pregabalin
642506710,N02BF02,pregabalin
645905350,N02BF02,pregabalin
654802030,N02BF02,pregabalin
651203630,N02BF02,pregabalin
648506670,N02BF02,pregabalin
621802550,N02BF02,pregabalin
644003220,N02BF02,pregabalin
654004050,N02BF02,pregabalin
671703560,N02BF02,pregabalin
651503640,N02BF02,pregabalin
643103440,N02BF02,pregabalin
657305750,N02BF02,pregabalin
653804720,N02BF02,pregabalin
651300470,N02BF02,pregabalin
653102570,N02BF02,pregabalin
663607020,N02BF02,pregabalin
670104130,N02BF02,pregabalin
53300340,N02BF02,pregabalin
648104160,N02BF02,pregabalin
680500730,N02BF02,pregabalin
647303740,N02BF02,pregabalin
669805290,N02BF02,pregabalin
625201850,N02BF02,pregabalin
656005230,N02BF02,pregabalin
698003520,N02BF02,pregabalin
643903560,N02BF02,pregabalin
642004170,N02BF02,pregabalin
655403830,N02BF02,pregabalin
649807490,N02BF02,pregabalin
660703410,N02BF02,pregabalin
644309480,N02BF02,pregabalin
642106010,N02BF02,pregabalin
652603060,N02BF02,pregabalin
642204090,N02BF02,pregabalin
651903590,N02BF02,pregabalin
642802510,N02BF02,pregabalin
694001340,N02BF02,pregabalin
647803570,N02BF02,pregabalin
52701460,N02BF02,pregabalin
642003010,N02BF02,pregabalin
644502370,N02BF02,pregabalin
651602330,N02BF02,pregabalin
649807170,N02BF02,pregabalin
678600880,N02BF02,pregabalin
665001550,N02BF02,pregabalin
657804780,N02BF02,pregabalin
640902360,N02BF02,pregabalin
648603320,N02BF02,pregabalin
658603430,N02BF02,pregabalin
665506870,N02BF02,pregabalin
698503380,N02BF02,pregabalin
658203240,N02BF02,pregabalin
642306770,N02BF02,pregabalin
662503650,N02BF02,pregabalin
628900860,N02BF02,pregabalin
660702960,N02BF02,pregabalin
669502180,N02BF02,pregabalin
659901170,N02BF02,pregabalin
622802450,N02BF02,pregabalin
644603740,N02BF02,pregabalin
647204600,N02BF02,pregabalin
55101220,N02BF02,pregabalin
658107080,N02BF02,pregabalin
58200230,N02BF02,pregabalin
628801590,N02BF02,pregabalin
629701970,N02BF02,pregabalin
670501990,N02BF02,pregabalin
641907490,N02BF02,pregabalin
60500380,N02BF02,pregabalin
73000400,N02BF02,pregabalin
671805170,N02BF02,pregabalin
627600160,N02BF02,pregabalin
641605370,N02BF02,pregabalin
657202340,N02BF02,pregabalin
670606000,N02BF02,pregabalin
653402540,N02BF02,pregabalin
648203500,N02BF02,pregabalin
54800080,N02BF02,pregabalin
645304370,N02BF02,pregabalin
650302840,N02BF02,pregabalin
649102950,N02BF02,pregabalin
646003650,N02BF02,pregabalin
643506060,N02BF02,pregabalin
649506030,N02BF02,pregabalin
640007150,N02BF02,pregabalin
73400210,N02BF02,pregabalin
642506700,N02BF02,pregabalin
656204760,N02BF02,pregabalin
693902250,N02BF02,pregabalin
653004950,N02BF02,pregabalin
648506660,N02BF02,pregabalin
647303750,N02BF02,pregabalin
645905340,N02BF02,pregabalin
651203640,N02BF02,pregabalin
621802540,N02BF02,pregabalin
644003230,N02BF02,pregabalin
654004040,N02BF02,pregabalin
671703550,N02BF02,pregabalin
651503320,N02BF02,pregabalin
643103430,N02BF02,pregabalin
657305740,N02BF02,pregabalin
653804710,N02BF02,pregabalin
651300480,N02BF02,pregabalin
653102560,N02BF02,pregabalin
656004520,N02BF02,pregabalin
663607070,N02BF02,pregabalin
670104140,N02BF02,pregabalin
53300300,N02BF02,pregabalin
648104170,N02BF02,pregabalin
680500720,N02BF02,pregabalin
625201860,N02BF02,pregabalin
698003530,N02BF02,pregabalin
643903570,N02BF02,pregabalin
642004180,N02BF02,pregabalin
655403820,N02BF02,pregabalin
649807500,N02BF02,pregabalin
660703420,N02BF02,pregabalin
644309470,N02BF02,pregabalin
645306000,N02BF02,pregabalin
649701840,N02BF02,pregabalin
624200030,N02BF02,pregabalin
668903260,N02BF02,pregabalin
671806810,N02BF02,pregabalin
642105370,N02BF02,pregabalin
642803070,N02BF02,pregabalin
642204100,N02BF02,pregabalin
647804600,N02BF02,pregabalin
640007860,N02BF02,pregabalin
694001440,N02BF02,pregabalin
650304030,N02BF02,pregabalin
642507450,N02BF02,pregabalin
641907460,N02BF02,pregabalin
651903600,N02BF02,pregabalin
680500520,N02BF02,pregabalin
643507110,N02BF02,pregabalin
657203290,N02BF02,pregabalin
645305610,N02BF02,pregabalin
627600140,N02BF02,pregabalin
73400220,N02BF02,pregabalin
645306010,N02BF02,pregabalin
642105360,N02BF02,pregabalin
649701830,N02BF02,pregabalin
624200020,N02BF02,pregabalin
668903270,N02BF02,pregabalin
671806820,N02BF02,pregabalin
651904660,N02BF02,pregabalin
694002030,N02BF02,pregabalin
698004150,N02BF02,pregabalin
657806390,N02BF02,pregabalin
621803600,N02BF02,pregabalin
646004820,N02BF02,pregabalin
54800630,N02BF02,pregabalin
645906780,N02BF02,pregabalin
641907480,N02BF02,pregabalin
628901640,N02BF02,pregabalin
669502660,N02BF02,pregabalin
622804380,N02BF02,pregabalin
662504520,N02BF02,pregabalin
649104530,N02BF02,pregabalin
647804800,N02BF02,pregabalin
642803100,N02BF02,pregabalin
657203400,N02BF02,pregabalin
73400230,N02BF02,pregabalin
640007120,N02BF02,pregabalin
651904670,N02BF02,pregabalin
645306070,N02BF02,pregabalin
671705860,N02BF02,pregabalin
53301110,N02BF02,pregabalin
649808190,N02BF02,pregabalin
660703730,N02BF02,pregabalin
642004400,N02BF02,pregabalin
643903710,N02BF02,pregabalin
694002040,N02BF02,pregabalin
698004160,N02BF02,pregabalin
657806380,N02BF02,pregabalin
55100840,N02BF02,pregabalin
645906790,N02BF02,pregabalin
628901630,N02BF02,pregabalin
669502650,N02BF02,pregabalin
622804420,N02BF02,pregabalin
662504530,N02BF02,pregabalin
655404580,N02BF02,pregabalin
647804810,N02BF02,pregabalin
642803090,N02BF02,pregabalin
646004810,N02BF02,pregabalin
649104540,N02BF02,pregabalin
73400240,N02BF02,pregabalin
651904680,N02BF02,pregabalin
640007130,N02BF02,pregabalin
645306080,N02BF02,pregabalin
621803610,N02BF02,pregabalin
54800640,N02BF02,pregabalin
53301100,N02BF02,pregabalin
649808180,N02BF02,pregabalin
642004410,N02BF02,pregabalin
643903720,N02BF02,pregabalin
660703400,N02BF02,pregabalin
73400260,N02BF02,pregabalin
73400270,N02BF02,pregabalin
73400250,N02BF02,pregabalin
651903920,N06BA09,atomoxetine
657202490,N06BA09,atomoxetine
670800050,N06BA09,atomoxetine
651903900,N06BA09,atomoxetine
657202500,N06BA09,atomoxetine
670800060,N06BA09,atomoxetine
651903910,N06BA09,atomoxetine
657202510,N06BA09,atomoxetine
670800070,N06BA09,atomoxetine
651903860,N06BA09,atomoxetine
657202520,N06BA09,atomoxetine
670800080,N06BA09,atomoxetine
651903930,N06BA09,atomoxetine
657202530,N06BA09,atomoxetine
670800090,N06BA09,atomoxetine
651904070,N06BA09,atomoxetine
657202660,N06BA09,atomoxetine
670800940,N06BA09,atomoxetine
653602260,L04AE01,fingolimod
652001380,L04AK02,teriflunomide
694002710,N04BD02,rasagiline
693202180,N04BD02,rasagiline
645405650,N04BD02,rasagiline
657806860,N04BD02,rasagiline
642004480,N04BD02,rasagiline
670701950,N04BD02,rasagiline
693903170,N04BD02,rasagiline
663608000,N04BD02,rasagiline
646004960,N04BD02,rasagiline
53601580,N04BD02,rasagiline
651904860,N04BD02,rasagiline
643903740,N04BD02,rasagiline
642803270,N04BD02,rasagiline
668000100,N04BD02,rasagiline
643308440,N04BD02,rasagiline
657203520,N04BD02,rasagiline
653006520,N04BD02,rasagiline
622804160,N04BD02,rasagiline
644503050,N04BD02,rasagiline
671706180,N04BD02,rasagiline
694002700,N04BD02,rasagiline
693202170,N04BD02,rasagiline
645405640,N04BD02,rasagiline
642004470,N04BD02,rasagiline
693903180,N04BD02,rasagiline
646004950,N04BD02,rasagiline
644503140,N04BD02,rasagiline
53601570,N04BD02,rasagiline
641907320,N04BD02,rasagiline
643605900,N04BD02,rasagiline
651904850,N04BD02,rasagiline
668000150,N04BD02,rasagiline
643903730,N04BD02,rasagiline
657203530,N04BD02,rasagiline
622804150,N04BD02,rasagiline
642803260,N04BD02,rasagiline
653006620,N04BD02,rasagiline
671706190,N04BD02,rasagiline
643308430,N04BD02,rasagiline
621100240,L04AX07,dimethyl fumarate
621100230,L04AX07,dimethyl fumarate
626900850,N06BA13,armodafinil
626900860,N06BA13,armodafinil
644704770,N04BX04,opicapone
621100260,N04BD03,safinamide
653301160,N07XX11,pitolisant
653301170,N07XX11,pitolisant
651905340,N04BA02,levodopa and decarboxylase inhibitor
645001511,M09AX10,risdiplam
648200500,M03BX01,baclofen
644304560,M03BX01,baclofen
678601250,M03BX01,baclofen
646200290,M03BX01,baclofen
642301360,M03BX01,baclofen
649600190,M03BX01,baclofen
690302120,M03BX01,baclofen
657800770,M03BX01,baclofen
652104900,M03BX01,baclofen
650100390,M03BX01,baclofen
649000380,M03BX01,baclofen
645901510,M03BX01,baclofen
656000460,M03BX01,baclofen
670601950,M03BX01,baclofen
649701970,M03BX01,baclofen
644304550,M03BX01,baclofen
650100400,M03BX01,baclofen
644304580,M03BX01,baclofen
649700190,M03BX,Other centrally acting agents
653800490,M03BX,Other centrally acting agents
644500690,M03BX,Other centrally acting agents
653800500,M03BX,Other centrally acting agents
656701030,M03BX,Other centrally acting agents
649100520,M03BX,Other centrally acting agents
651200420,M03BX,Other centrally acting agents
621801820,M03BX,Other centrally acting agents
644500700,M03BX,Other centrally acting agents
661900750,M03BX08,cyclobenzaprine
651300630,M03BX08,cyclobenzaprine
648200940,M03CA01,dantrolene
643104080,M03BX09,eperisone
647300760,M03BX09,eperisone
655602950,M03BX09,eperisone
621802430,M03BX09,eperisone
622801590,M03BX09,eperisone
644701750,M03BX09,eperisone
674100610,M03BX09,eperisone
698502210,M03BX09,eperisone
678601300,M03BX09,eperisone
693200870,M03BX09,eperisone
648507090,M03BX09,eperisone
694000590,M03BX09,eperisone
671800740,M03BX09,eperisone
645905540,M03BX09,eperisone
657300850,M03BX09,eperisone
643202440,M03BX09,eperisone
651203820,M03BX09,eperisone
656003500,M03BX09,eperisone
664901010,M03BX09,eperisone
643306600,M03BX09,eperisone
669604280,M03BX09,eperisone
693901360,M03BX09,eperisone
625500290,M03BX09,eperisone
649501590,M03BX09,eperisone
647204050,M03BX09,eperisone
657502550,M03BX09,eperisone
651501130,M03BX09,eperisone
665501990,M03BX09,eperisone
669500490,M03BX09,eperisone
653402620,M03BX09,eperisone
628900060,M03BX09,eperisone
642702540,M03BX09,eperisone
658603030,M03BX09,eperisone
643903210,M03BX09,eperisone
640900700,M03BX09,eperisone
654701530,M03BX09,eperisone
654301970,M03BX09,eperisone
651601980,M03BX09,eperisone
652604200,M03BX09,eperisone
645203800,M03BX09,eperisone
684501060,M03BX09,eperisone
629700750,M03BX09,eperisone
670100990,M03BX09,eperisone
665001790,M03BX09,eperisone
655403530,M03BX09,eperisone
644903170,M03BX09,eperisone
650301290,M03BX09,eperisone
671701350,M03BX09,eperisone
644802320,M03BX09,eperisone
625200100,M03BX09,eperisone
644003400,M03BX09,eperisone
670400860,M03BX09,eperisone
628800320,M03BX09,eperisone
642003870,M03BX09,eperisone
656204550,M03BX09,eperisone
52700960,M03BX09,eperisone
649404940,M03BX09,eperisone
674401290,M03BX09,eperisone
52400050,M03BX09,eperisone
644603470,M03BX09,eperisone
653006190,M03BX09,eperisone
649702060,M03BX09,eperisone
648603760,M03BX09,eperisone
649002070,M03BX09,eperisone
658106990,M03BX09,eperisone
623005380,M03BX09,eperisone
58200400,M03BX09,eperisone
641907340,M03BX09,eperisone
59000490,M03BX09,eperisone
680500790,M03BX09,eperisone
57001060,M03BX09,eperisone
670502150,M03BX09,eperisone
59600320,M03BX09,eperisone
60500490,M03BX09,eperisone
670700310,M03BX09,eperisone
652105650,M03BX09,eperisone
649802520,M03BX09,eperisone
649600480,M03BX09,eperisone
646001170,M03BX09,eperisone
669804380,M03BX09,eperisone
660700760,M03BX09,eperisone
663601290,M03BX09,eperisone
649100750,M03BX09,eperisone
643701750,M03BX09,eperisone
657805490,M03BX09,eperisone
644308740,M03BX09,eperisone
662501380,M03BX09,eperisone
661900890,M03BX09,eperisone
646201480,M03BX09,eperisone
653802110,M03BX09,eperisone
648201160,M03BX09,eperisone
648101570,M03BX09,eperisone
669902880,M03BX09,eperisone
643501890,M03BX09,eperisone
654001380,M03BX09,eperisone
670606240,M03BX09,eperisone
652904610,M03BX09,eperisone
669805510,M03BX09,eperisone
649605230,M03BX09,eperisone
642004420,M03BX09,eperisone
52701330,M03BX09,eperisone
670104430,M03BX09,eperisone
622803910,M03BX09,eperisone
649104550,M03BX09,eperisone
663607890,M03BX09,eperisone
642308020,M03BX09,eperisone
658204340,M03BX09,eperisone
52401440,M03BX09,eperisone
690301550,M03BX09,eperisone
669907650,M03BX09,eperisone
641606890,M03BX09,eperisone
649507910,M03BX09,eperisone
658603910,M03BX09,eperisone
621803950,M03BX09,eperisone
648603970,M03BX09,eperisone
653404460,M03BX09,eperisone
670701940,M03BX09,eperisone
693202200,M03BX09,eperisone
54800620,M03BX09,eperisone
640903980,M03BX09,eperisone
648104410,M03BX09,eperisone
57600450,M03BX09,eperisone
653805700,M03BX09,eperisone
646004920,M03BX09,eperisone
693903190,M03BX09,eperisone
628901590,M03BX09,eperisone
662504350,M03BX09,eperisone
645906680,M03BX09,eperisone
671706300,M03BX09,eperisone
643105230,M03BX09,eperisone
674402260,M03BX09,eperisone
670502160,M03BX09,eperisone
59600400,M03BX09,eperisone
657203760,M03BX09,eperisone
647804920,M03BX09,eperisone
671805870,M03BX09,eperisone
645404360,M03BX09,eperisone
649806870,M03BX09,eperisone
644704320,M03BX09,eperisone
654004610,M03BX09,eperisone
698004140,M03BX09,eperisone
