canonical_id,substance_code,preferred_label_ko,preferred_label_en,atc_codes,synonyms,synonym_count
SUB:225202ACR,225202ACR,록사티딘아세테이트염산염,roxatidine,A02BA06,roxatidine | 가스트릭캡슐37.5밀리그램(록사티딘아세테이트염산염)_(37.5mg/1캡슐) | 록사티딘아세테이트염산염 | 록사틴서방형캡슐37.5mg(록사티딘아세테이트염산염)_(37.5mg/1캡슐),4
SUB:225202ATR,225202ATR,록사티딘아세테이트염산염,roxatidine,A02BA06,roxatidine | 가스트릭서방정37.5밀리그램(록사티딘아세테이트염산염)_(37.5mg/1정) | 록사티딘아세테이트염산염,3
SUB:186102ATR,186102ATR,록소프로펜나트륨,Propionic acid derivatives,M01AE,Propionic acid derivatives | Propionicacidderivatives | propionic acid derivatives | 록소프로펜나트륨 | 록스펜씨알정(록소프로펜나트륨)_(90mg/1정),5
SUB:186101ATB,186101ATB,록소프로펜나트륨수화물,nan,M01AE,"Propionic acid derivatives | Propionicacidderivatives | nan | propionic acid derivatives | 경보록소프로펜나트륨수화물정_(68.1mg/1정) | 광동록소프로펜나트륨수화물정_(68.1mg/1정) | 녹사펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 뉴록소로나정(록소프로펜나트륨수화물)_(68.1mg/1정) | 대웅바이오록소프로펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 동광록소프로펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 동화록소닌정(록소프로펜나트륨수화물)_(68.1mg/1정) | 라이트록소정(록소프로펜나트륨수화물)_(68.1mg/1정) | 락소펜엠정(록소프로펜나트륨수화물)_(68.1mg/1정) | 러키펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 레녹스정(록소프로펜나트륨수화물)_(68.1mg/1정) | 렉소팬정(록소프로펜나트륨)_(60mg/1정) | 로나펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 로닌정(록소프로펜나트륨수화물)_(68.1mg/1정) | 로로펜정60밀리그램(록소프로펜나트륨수화물)_(68.1mg/1정) | 로바펜정(록소프로펜나트륨)_(60mg/1정) | 로부펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 로소펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 로소프린정(록소프로펜나트륨수화물)_(68.1mg/1정) | 로페날정(록소프로펜나트륨수화물)_(68.1mg/1정) | 로페닌정(록소프로펜나트륨)(수출명:Lopenin Tabs.)_(60mg/1정) | 로페닌정(록소프로펜나트륨)(수출명:LopeninTabs.)_(60mg/1정) | 로페닌정(록소프로펜나트륨)(수출명:lopenin tabs.)_(60mg/1정) | 로펜정60밀리그램(록소프로펜나트륨수화물)_(68.1mg/1정) | 로펜탁정60밀리그램(록소프로펜나트륨수화물)_(68.1mg/1정) | 로포닌정(록소프로펜나트륨수화물)_(68.1mg/1정) | 로프로펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록사트론정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록사펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록세린정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록세핀정(록소프로펜나트륨수화물)(수출명:대우록소프로펜나트륨정,펜락소정,비스몰탭정)_(68.1mg/1정) | 록소나린정(록소프로펜나트륨)_(68.1mg/1정) | 록소날정(록소프로펜나트륨)_(60mg/1정) | 록소드펜정60밀리그램(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소디엘정60밀리그램(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소디펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소로펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소론정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소리스정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소리펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소스타정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소아펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소앤정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소원정(록소프로펜나트륨)_(68.1mg/1정) | 록소윈정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소젠정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소진정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소켐정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소쿨정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소쿨펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소큐정(록소프로펜나트륨)_(68.1mg/1정) | 록소탄정(록소프로펜나트륨)_(60mg/1정) | 록소팬정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소페닌정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소펜정60밀리그램(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소포펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소폰정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소푸로정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소프렌정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소프로정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소프로진정60mg(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소프로펜나트륨 | 록소프로펜나트륨수화물 | 록소프론정60밀리그램(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소프린정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소프정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록소프펜정(록소프로펜나트륨)_(68.1mg/1정) | 록소핀정(록소프로펜나트륨)_(68.1mg/1정) | 록소필정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록스로스정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록스로펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록스코정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록스파인정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록스페닌정(록소프로펜나트륨)_(60mg/1정) | 록스펜정(록소프로펜나트륨)_(60mg/1정) | 록스핀정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록페날정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록페린정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록펜스정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록펜정(록소프로펜나트륨)_(60mg/1정) | 록프라정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록프란정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록프렌정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록프로정(록소프로펜나트륨수화물)_(68.1mg/1정) | 록프로펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 룩펠정(록소프로펜나트륨수화물)_(68.1mg/1정) | 류스펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 리록스정(록소프로펜나트륨수화물)_(68.1mg/1정) | 메가록소펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 명문록소프로펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 무쏘펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 비씨록소프로펜나트륨수화물정_(68.1mg/1정) | 삼성록소프로펜나트륨정(록소프로펜나트륨수화물)_(68.1mg/1정) | 세록펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 소로펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 수출명:Lopenin Tabs. | 수출명:LopeninTabs. | 수출명:lopenin tabs. | 시원나정(록소프로펜나트륨수화물)_(68.1mg/1정) | 아나록소정(록소프로펜나트륨수화물)_(68.1mg/1정) | 아록핀정60밀리그램(록소프로펜나트륨수화물)_(68.1mg/1정) | 아소로펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 아스라스정(록소프로펜나트륨수화물)_(68.1mg/1정) | 아주록손정(록소프로펜나트륨수화물)_(68.1mg/1정) | 안국록소프로펜나트륨정_(60mg/1정) | 알로펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 알피록소펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 에스록펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 엘소펜정60밀리그램(록소프로펜나트륨수화물)_(68.1mg/1정) | 오노펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 옥소펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 이록펜정(록소프로펜나트륨)_(60mg/1정) | 일성록소프로펜나트륨수화물정60밀리그램_(68.1mg/1정) | 제뉴원록소프로펜나트륨정(록소프로펜나트륨수화물)_(68.1mg/1정) | 젠스펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 케록시드정(록소프로펜나트륨수화물)_(68.1mg/1정) | 펜렉스정(록소프로펜나트륨수화물)_(68.1mg/1정) | 프로록소정(록소프로펜나트륨수화물)_(68.1mg/1정) | 프로록소펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 피엠지록소프로펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 현대록소프로펜나트륨수화물정_(68.1mg/1정) | 화록소정(록소프로펜나트륨수화물)_(68.1mg/1정) | 휴니즈록소프로펜나트륨수화물정_(68.1mg/1정) | 휴로펜정(록소프로펜나트륨수화물)_(68.1mg/1정) | 휴록스정(록소프로펜나트륨수화물)_(68.1mg/1정)",130
SUB:225301ATB,225301ATB,록시트로마이신,nan,J01FA06,"nan | roxithromycin | 글록신정(록시트로마이신)_(0.15g/1정) | 동광록시트로마이신정_(0.15g/1정) | 동구록시트로마이신정(수출명:OLID,ROXICINTablet,JELEXTHEMOMAX)_(0.15g/1정) | 동구록시트로마이신정(수출명:olid,roxicintablet,jelexthemomax)_(0.15g/1정) | 로마이신정(록시트로마이신)_(0.15g/1정) | 로미록신정(록시트로마이신)_(0.15g/1정) | 로시스정(록시트로마이신)(수출명:ROXIOTAXEtab.,INTRALID)_(0.15g/1정) | 로시스정(록시트로마이신)(수출명:roxiotaxetab.,intralid)_(0.15g/1정) | 로이드정(록시트로마이신)(수출명:삼천당록시트로마이신정150㎎)_(0.15g/1정) | 로지드정(록시트로마이신)_(0.15g/1정) | 로큐신정(록시트로마이신)_(0.15g/1정) | 로페신정(록시트로마이신)_(0.15g/1정) | 록미신정(록시트로마이신)[수출명:로신정(록시트로마이신)]_(0.15g/1정) | 록사민정(록시트로마이신)_(0.15g/1정) | 록사신정(록시트로마이신)_(0.15g/1정) | 록사이드정(록시트로마이신)_(0.15g/1정) | 록사이신정(록시트로마이신)_(0.15g/1정) | 록세미신정150밀리그램(록시트로마이신)_(0.15g/1정) | 록셀정150밀리그램(록시트로마이신)_(0.15g/1정) | 록소드린정150밀리그람(록시트로마이신)_(0.15g/1정) | 록스린정(록시트로마이신)(수출명:RoxyrocinTab.)_(0.15g/1정) | 록스린정(록시트로마이신)(수출명:roxyrocintab.)_(0.15g/1정) | 록스신정(록시트로마이신)_(0.15g/1정) | 록스탑정(록시트로마이신)_(0.15g/1정) | 록스트정(록시트로마이신)_(0.15g/1정) | 록시나정(록시트로마이신)_(0.15g/1정) | 록시드론정(록시트로마이신)_(0.15g/1정) | 록시로신정(록시트로마이신)_(0.15g/1정) | 록시론정150mg(록시트로마이신)_(0.15g/1정) | 록시마이신정(록시트로마이신)_(0.15g/1정) | 록시마정(록시트로마이신)_(0.15g/1정) | 록시맥스정(록시트로마이신)_(0.15g/1정) | 록시멘틴정(록시트로마이신)_(0.15g/1정) | 록시스로정(록시트로마이신)_(0.15g/1정) | 록시스린정150밀리그람(록시트로마이신)[수출명:프록시맥스정]_(0.15g/1정) | 록시엠정(록시트로마이신)_(0.15g/1정) | 록시케어정(록시트로마이신)_(0.15g/1정) | 록시키드정(록시트로마이신)_(0.15g/1정) | 록시타정(록시트로마이신)_(0.15g/1정) | 록시텐신정150밀리그램(록시트로마이신)_(0.15g/1정) | 록시템정(록시트로마이신)_(0.15g/1정) | 록시트로마이신 | 록시트로정(록시트로마이신)_(0.15g/1정) | 록시트론정(록시트로마이신)_(0.15g/1정) | 록시트정(록시트로마이신)_(0.15g/1정) | 록시티로신정(록시트로마이신)_(0.15g/1정) | 록시틸정150밀리그램(록시트로마이신)_(0.15g/1정) | 록신마이신정(록시트로마이신)(수출명:Roxin)_(0.15g/1정) | 록신마이신정(록시트로마이신)(수출명:roxin)_(0.15g/1정) | 록씨클정(록시트로마이신)_(0.15g/1정) | 록트로신정(록시트로마이신)_(0.15g/1정) | 록페리신정(록시트로마이신)_(0.15g/1정) | 루리드정(록시트로마이신)_(0.15g/1정) | 마크록시정(록시트로마이신)_(0.15g/1정) | 메가록시신정150밀리그램(록시트로마이신)_(0.15g/1정) | 명문록시트로마이신정_(0.15g/1정) | 삼아록시트로마이신정_(0.15g/1정) | 셀록신정(록시트로마이신)_(0.15g/1정) | 수출명:OLID,ROXICINTablet,JELEXTHEMOMAX | 수출명:ROXIOTAXEtab.,INTRALID | 수출명:Roxin | 수출명:RoxyrocinTab. | 수출명:olid,roxicintablet,jelexthemomax | 수출명:roxin | 수출명:roxiotaxetab.,intralid | 수출명:roxyrocintab. | 스로진정(록시트로마이신)_(0.15g/1정) | 스키드마이신정150mg(록시트로마이신)[수출명:세록스정(ceroxtab.150mg),로센트정(rocenttab.150mg)]_(0.15g/1정) | 에스리드정(록시트로마이신)_(0.15g/1정) | 일동록시트로마이신정(수출명:록손정,일록손정,일록솜정)_(0.15g/1정) | 제이록시정150밀리그램(록시트로마이신)_(0.15g/1정) | 제이알록시스로마이신정(록시트로마이신)_(0.15g/1정) | 캐스터정(록시트로마이신)_(0.15g/1정) | 크라미드정150밀리그람(록시트로마이신)_(0.15g/1정) | 한올록시트로마이신정(수출명:비드라프신정)_(0.15g/1정) | 해록신정(록시트로마이신)_(0.15g/1정) | 화일록시트로마이신정_(0.15g/1정) | 휴니즈록시트로마이신정_(0.15g/1정)",80
SUB:225332ASS,225332ASS,록시트로마이신,roxithromycin,J01FA06,roxithromycin | 록시트로마이신 | 록씨현탁액(록시트로마이신)_(5g/500mL) | 록씨현탁액(록시트로마이신)_(5g/500ml),4
SUB:699701ATB,699701ATB,롤라티닙,lorlatinib,L01ED05,lorlatinib | 로비큐아정25밀리그램(롤라티닙)_(25mg/정) | 롤라티닙,3
SUB:699702ATB,699702ATB,롤라티닙,lorlatinib,L01ED05,lorlatinib | 로비큐아정100밀리그램(롤라티닙)_(0.1g/정) | 롤라티닙,3
SUB:729801ATB,729801ATB,루라시돈염산염,nan,,nan | 라투다정20밀리그램(루라시돈염산염)_(20mg/1정) | 루라시돈염산염,3
SUB:729802ATB,729802ATB,루라시돈염산염,nan,,nan | 라투다정40밀리그램(루라시돈염산염)_(40mg/1정) | 루라시돈염산염,3
SUB:729803ATB,729803ATB,루라시돈염산염,nan,,nan | 라투다정60밀리그램(루라시돈염산염)_(60mg/1정) | 루라시돈염산염,3
SUB:729804ATB,729804ATB,루라시돈염산염,nan,,nan | 라투다정80밀리그램(루라시돈염산염)_(80mg/1정) | 루라시돈염산염,3
SUB:729805ATB,729805ATB,루라시돈염산염,nan,,nan | 라투다정120밀리그램(루라시돈염산염)_(0.12g/1정) | 루라시돈염산염,3
SUB:465001BIJ,465001BIJ,루트로핀알파,lutropin alfa,G03GA07,lutropin alfa | lutropinalfa | 루베리스주75아이유(루트로핀알파)_(3.4μg/1병) | 루트로핀알파,4
SUB:659601ATB,659601ATB,루파타딘푸마르산염,rupatadine,R06AX28,rupatadine | 루파타딘푸마르산염 | 루파핀정(루파타딘푸마르산염)_(12.8mg/1정),3
SUB:509401ATB,509401ATB,루피나미드,rufinamide,N03AF03,rufinamide | 루피나미드 | 이노베론필름코팅정100mg (루피나미드)_(0.1g/1정) | 이노베론필름코팅정100mg(루피나미드)_(0.1g/1정),4
SUB:509402ATB,509402ATB,루피나미드,rufinamide,N03AF03,rufinamide | 루피나미드 | 이노베론필름코팅정200mg (루피나미드)_(0.2g/1정) | 이노베론필름코팅정200mg(루피나미드)_(0.2g/1정),4
SUB:509403ATB,509403ATB,루피나미드,rufinamide,N03AF03,rufinamide | 루피나미드 | 이노베론필름코팅정400mg (루피나미드)_(0.4g/1정) | 이노베론필름코팅정400mg(루피나미드)_(0.4g/1정),4
SUB:623001ATB,623001ATB,룩소리티닙인산염,ruxolitinib,L01EJ01,ruxolitinib | 룩소리티닙인산염 | 자카비정5밀리그램(룩소리티닙인산염)_(6.6mg/1정),3
SUB:623002ATB,623002ATB,룩소리티닙인산염,ruxolitinib,L01EJ01,ruxolitinib | 룩소리티닙인산염 | 자카비정15밀리그램(룩소리티닙인산염)_(19.8mg/1정),3
SUB:623003ATB,623003ATB,룩소리티닙인산염,ruxolitinib,L01EJ01,ruxolitinib | 룩소리티닙인산염 | 자카비정20밀리그램(룩소리티닙인산염)_(26.4mg/1정),3
SUB:623004ATB,623004ATB,룩소리티닙인산염,ruxolitinib,L01EJ01,ruxolitinib | 룩소리티닙인산염 | 자카비정10밀리그램(룩소리티닙인산염)_(13.2mg/1정),3
SUB:182602BIJ,182602BIJ,류프로렐린아세트산염,leuprorelin,L02AE02,leuprorelin | 로렐린데포주사(류프로렐린아세트산염)_(3.75mg/1병) | 루프린디피에스주3.75밀리그램(류프로렐린아세트산염)_(3.75mg/1관) | 루프린주3.75mg(류프로렐린아세트산염)_(3.75mg/1병) | 루피어데포주3.75밀리그램(류프로렐린아세트산염)_(3.75mg/1병)(용제부:프리필드시린지) | 류프로렐린아세트산염 | 용제부:프리필드시린지,7
SUB:182604BIJ,182604BIJ,류프로렐린아세트산염,leuprorelin,L02AE02,leuprorelin | 루프린디피에스주11.25밀리그램(류프로렐린아세트산염)_(11.25mg/1관) | 류프로렐린아세트산염,3
SUB:182605BIJ,182605BIJ,류프로렐린아세트산염,leuprorelin,L02AE02,leuprorelin | 류프로렐린아세트산염 | 엘리가드주7.5밀리그램(류프로렐린아세트산염)_(10.6mg/1관),3
SUB:182606BIJ,182606BIJ,류프로렐린아세트산염,leuprorelin,L02AE02,leuprorelin | 류프로렐린아세트산염 | 엘리가드주22.5밀리그램(류프로렐린아세트산염)_(29.2mg/1관),3
SUB:182608BIJ,182608BIJ,류프로렐린아세트산염,leuprorelin,L02AE02,leuprorelin | 류프로렐린아세트산염 | 엘리가드주45밀리그램(류프로렐린아세트산염)_(59.2mg/1관),3
SUB:182611BIJ,182611BIJ,류프로렐린아세트산염,leuprorelin,L02AE02,leuprorelin | 루프린디피에스주22.5밀리그램(류프로렐린아세트산염)_(22.5mg/1관) | 류프로렐린아세트산염,3
SUB:182630BIJ,182630BIJ,류프로렐린아세트산염,leuprorelin,L02AE02,leuprorelin | 로렐린주사액(류프로렐린아세트산염)_(14mg/2.8mL) | 로렐린주사액(류프로렐린아세트산염)_(14mg/2.8ml) | 류프로렐린아세트산염,4
SUB:616401ATB,616401ATB,리나글립틴,nan,A10BH05,linagliptin | nan | 글레린정5밀리그램(리나글립틴)_(5mg/1정) | 글로틴정5밀리그램(리나글립틴)_(5mg/1정) | 글리젠타정5밀리그램(리나글립틴)_(5mg/1정) | 나리젠타정5밀리그램(리나글립틴)_(5mg/1정) | 뉴라젠타정(리나글립틴)_(5mg/1정) | 리나그린정5밀리그램(리나글립틴)_(5mg/1정) | 리나글로정(리나글립틴)_(5mg/1정) | 리나글립틴 | 리나글정(리나글립틴)_(5mg/1정) | 리나디엠정5밀리그램(리나글립틴)_(5mg/1정) | 리나디포정5mg(리나글립틴)_(5mg/1정) | 리나로정(리나글립틴)_(5mg/1정) | 리나원정5밀리그램(리나글립틴)_(5mg/1정) | 리나제틴정(리나글립틴)_(5mg/1정) | 리나젠타정(리나글립틴)_(5mg/1정) | 리나탑정5밀리그램(리나글립틴)_(5mg/1정) | 리나티젠정5밀리그램(리나글립틴)_(5mg/1정) | 리나틴정(리나글립틴)_(5mg/1정) | 리나하나정(리나글립틴)_(5mg/1정) | 리타진정(리나글립틴)_(5mg/1정) | 리트라젠정5mg(리나글립틴)_(5mg/1정) | 제뉴파마리나글립틴정_(5mg/1정) | 트라글립틴정(리나글립틴)_(5mg/1정) | 트라디엠정5밀리그램(리나글립틴)_(5mg/1정) | 트라리틴정(리나글립틴)_(5mg/1정) | 트라젠타정(리나글립틴)_(5mg/1정) | 트라케이정(리나글립틴)_(5mg/1정) | 트란타정5밀리그램(리나글립틴)_(5mg/1정) | 트루리나정(리나글립틴)_(5mg/1정) | 트리나정5밀리그램(리나글립틴)_(5mg/1정),32
SUB:734900ATR,734900ATR,"리나글립틴, 메트포르민",nan,,"nan | 리나글립틴, 메트포르민 | 리나글립틴,메트포르민 | 리라젠타듀오서방정2.5/1000밀리그램(리나글립틴,메트포르민)_(1정) | 트라이나엠서방정2.5/1000밀리그램(리나글립틴, 메트포르민)_(1정) | 트라이나엠서방정2.5/1000밀리그램(리나글립틴,메트포르민)_(1정) | 트립엠듀오서방정2.5/1000밀리그램(리나글립틴, 메트포르민)_(1정) | 트립엠듀오서방정2.5/1000밀리그램(리나글립틴,메트포르민)_(1정)",8
SUB:735000ATR,735000ATR,"리나글립틴, 메트포르민",nan,,"nan | 리나글립틴, 메트포르민 | 리나글립틴,메트포르민 | 리라젠타듀오서방정5/1000밀리그램(리나글립틴,메트포르민)_(1정) | 트라이나엠서방정5/1000밀리그램(리나글립틴, 메트포르민)_(1정) | 트라이나엠서방정5/1000밀리그램(리나글립틴,메트포르민)_(1정) | 트립엠듀오서방정5/1000밀리그램(리나글립틴, 메트포르민)_(1정) | 트립엠듀오서방정5/1000밀리그램(리나글립틴,메트포르민)_(1정)",8
SUB:732700ATB,732700ATB,"리나글립틴,메트포르민",metformin and linagliptin,A10BD11,"metformin and linagliptin | metforminandlinagliptin | 리나글립틴,메트포르민 | 리나글립틴베실산염,메트포르민염산염 | 리나루틴듀오정2.5/1000밀리그램(리나글립틴,메트포르민)_(1정) | 리라젠타듀오정2.5/1000밀리그램(리나글립틴베실산염,메트포르민염산염)_(1정) | 트라이나엠정2.5/1000밀리그램(리나글립틴,메트포르민)_(1정) | 트립엠듀오정2.5/1000밀리그램(리나글립틴,메트포르민)_(1정)",8
SUB:732800ATB,732800ATB,"리나글립틴,메트포르민",metformin and linagliptin,A10BD11,"metformin and linagliptin | metforminandlinagliptin | 리나글립틴,메트포르민 | 리나글립틴베실산염,메트포르민염산염 | 리나루틴듀오정2.5/850밀리그램(리나글립틴,메트포르민)_(1정) | 리라젠타듀오정2.5/850밀리그램(리나글립틴베실산염,메트포르민염산염)_(1정) | 트라이나엠정2.5/850밀리그램(리나글립틴,메트포르민)_(1정) | 트립엠듀오정2.5/850밀리그램(리나글립틴,메트포르민)_(1정)",8
SUB:732900ATB,732900ATB,"리나글립틴,메트포르민",metformin and linagliptin,A10BD11,"metformin and linagliptin | metforminandlinagliptin | 리나글립틴,메트포르민 | 리나글립틴베실산염,메트포르민염산염 | 리나루틴듀오정2.5/500밀리그램(리나글립틴,메트포르민)_(1정) | 리라젠타듀오정2.5/500밀리그램(리나글립틴베실산염,메트포르민염산염)_(1정) | 트라이나엠정2.5/500밀리그램(리나글립틴,메트포르민)_(1정) | 트립엠듀오정2.5/500밀리그램(리나글립틴,메트포르민)_(1정)",8
SUB:520500ATB,520500ATB,"리나글립틴,메트포르민염산염",metformin and linagliptin,A10BD11,"metformin and linagliptin | metforminandlinagliptin | 글로틴듀오정2.5/1000mg(리나글립틴, 메트포르민염산염)_(1정) | 글로틴듀오정2.5/1000mg(리나글립틴,메트포르민염산염)_(1정) | 라니글듀오정2.5/1000밀리그램_(1정) | 리나글립틴, 메트포르민 | 리나글립틴, 메트포르민염산염 | 리나글립틴,메트포르민 | 리나글립틴,메트포르민염산염 | 리나디포듀오정2.5/1000mg(리나글립틴, 메트포르민)_(1정) | 리나디포듀오정2.5/1000mg(리나글립틴,메트포르민)_(1정) | 리나로엠정2.5/1000밀리그램(리나글립틴,메트포르민염산염)_(1정) | 리나원듀오정2.5/1000밀리그램(리나글립틴,메트포르민)_(1정) | 리나제틴듀오정2.5/1000밀리그램_(1정) | 리나젠타듀오정2.5/1000mg_(1정) | 리나탑듀오정2.5/1000밀리그램_(1정) | 리나티젠듀오정2.5/1000밀리그램_(1정) | 리나틴플러스정2.5/1000밀리그램_(1정) | 리타메진정2.5/1000밀리그램_(1정) | 리트라젠듀오정2.5/1000mg_(1정) | 트라글립틴듀오정2.5/1000mg_(1정) | 트라디엠듀오정2.5/1000밀리그램_(1정) | 트라젠타듀오정2.5/1000밀리그램_(1정) | 트라케이듀오정2.5/1000밀리그램_(1정) | 트란타듀오정2.5/1000밀리그램_(1정) | 트루리나엠정2.5/1000mg(리나글립틴,메트포르민염산염)_(1정)",26
SUB:520600ATB,520600ATB,"리나글립틴,메트포르민염산염",metformin and linagliptin,A10BD11,"metformin and linagliptin | metforminandlinagliptin | 글로틴듀오정2.5/850mg(리나글립틴, 메트포르민염산염)_(1정) | 글로틴듀오정2.5/850mg(리나글립틴,메트포르민염산염)_(1정) | 라니글듀오정2.5/850밀리그램_(1정) | 리나글립틴, 메트포르민 | 리나글립틴, 메트포르민염산염 | 리나글립틴,메트포르민 | 리나글립틴,메트포르민염산염 | 리나디포듀오정2.5/850mg(리나글립틴, 메트포르민)_(1정) | 리나디포듀오정2.5/850mg(리나글립틴,메트포르민)_(1정) | 리나로엠정2.5/850밀리그램(리나글립틴,메트포르민염산염)_(1정) | 리나원듀오정2.5/850밀리그램(리나글립틴,메트포르민)_(1정) | 리나제틴듀오정2.5/850밀리그램_(1정) | 리나젠타듀오정2.5/850mg_(1정) | 리나탑듀오정2.5/850밀리그램_(1정) | 리나티젠듀오정2.5/850밀리그램_(1정) | 리나틴플러스정2.5/850밀리그램_(1정) | 리타메진정2.5/850밀리그램_(1정) | 리트라젠듀오정2.5/850mg_(1정) | 트라글립틴듀오정2.5/850mg_(1정) | 트라디엠듀오정2.5/850밀리그램_(1정) | 트라젠타듀오정2.5/850밀리그램_(1정) | 트라케이듀오정2.5/850밀리그램_(1정) | 트란타듀오정2.5/850밀리그램_(1정) | 트루리나엠정2.5/850mg(리나글립틴,메트포르민염산염)_(1정)",26
SUB:520700ATB,520700ATB,"리나글립틴,메트포르민염산염",metformin and linagliptin,A10BD11,"metformin and linagliptin | metforminandlinagliptin | 글로틴듀오정2.5/500mg(리나글립틴, 메트포르민염산염)_(1정) | 글로틴듀오정2.5/500mg(리나글립틴,메트포르민염산염)_(1정) | 라니글듀오정2.5/500밀리그램_(1정) | 리나글립틴, 메트포르민 | 리나글립틴, 메트포르민염산염 | 리나글립틴,메트포르민 | 리나글립틴,메트포르민염산염 | 리나디포듀오정2.5/500mg(리나글립틴, 메트포르민)_(1정) | 리나디포듀오정2.5/500mg(리나글립틴,메트포르민)_(1정) | 리나로엠정2.5/500밀리그램(리나글립틴,메트포르민염산염)_(1정) | 리나원듀오정2.5/500밀리그램(리나글립틴,메트포르민)_(1정) | 리나제틴듀오정2.5/500밀리그램_(1정) | 리나젠타듀오정2.5/500mg_(1정) | 리나탑듀오정2.5/500밀리그램_(1정) | 리나티젠듀오정2.5/500밀리그램_(1정) | 리나틴플러스정2.5/500밀리그램_(1정) | 리타메진정2.5/500밀리그램_(1정) | 리트라젠듀오정2.5/500mg_(1정) | 트라글립틴듀오정2.5/500mg_(1정) | 트라디엠듀오정2.5/500밀리그램_(1정) | 트라젠타듀오정2.5/500밀리그램_(1정) | 트라케이듀오정2.5/500밀리그램_(1정) | 트란타듀오정2.5/500밀리그램_(1정) | 트루리나엠정2.5/500mg(리나글립틴,메트포르민염산염)_(1정)",26
